,name,indices,number_of_questions,is_human,gender
4096,Enoch Bartlett,[213336],1,True,male
4097,Enrique Iglesias,"[119576, 128883, 273075, 308106]",4,True,male
4098,Ensenada,"[134789, 306975, 339593]",3,False,
4099,Enver Hoxha,[173905],1,True,male
4100,Eowyn,[182646],1,False,female
4101,Epistles,"[91987, 258010]",2,False,
4102,Epsilon Omicron,[75698],1,False,
4103,Epsom,"[42731, 219525, 284617, 86636]",4,False,
4104,Epsom Downs,[322088],1,False,
4105,Epstein-Barr,"[240147, 294176]",2,False,
4106,Equine,[65330],1,False,
4107,Erdoğan,[337289],1,True,male
4108,Eric,"[244854, 104974]",2,False,
4109,Eric Arthur Blair,"[210162, 151750]",2,True,male
4110,Eric Bana,[296762],1,True,male
4111,Eric Blair,"[77466, 78303, 84977]",3,True,male
4112,Eric Burdon,"[77279, 194366, 313942, 116556]",4,True,male
4113,Eric Cantor,"[247735, 251795, 294032]",3,True,male
4114,Eric Carle,"[117079, 158183, 276731, 312797]",4,True,male
4115,Eric Carmen,[194367],1,True,male
4116,Eric Clapton,"[220916, 232653, 253012, 308976, 43900, 61893, 69610, 80702, 83543, 94210, 113063, 141974, 144670, 145332, 150447, 194364, 204465, 234883, 243825, 249348, 262806, 268780, 279829, 286987, 304273, 329620, 343620]",27,True,male
4117,Eric Crouch,[140950],1,True,male
4118,Eric Dickerson,[17469],1,True,male
4119,Eric Gagne,[156764],1,True,male
4120,Eric Heiden,"[25060, 49939, 74130, 82512, 108510, 130198, 163261, 267626]",8,True,male
4121,Eric Holder,"[224406, 235552, 255828, 301119]",4,True,male
4122,Eric Idle,"[29991, 100562, 117286]",3,True,male
4123,Eric Jerome Dickey,[296634],1,True,male
4124,Eric Karros,[79149],1,True,male
4125,Eric Knight,[213144],1,True,male
4126,Eric McCormack,"[194365, 334556]",2,True,male
4127,Eric Northman,[275000],1,False,male
4128,Eric Roberts,"[66623, 87429, 142737]",3,True,male
4129,Eric Rudolph,[173938],1,True,male
4130,Eric Schmidt,[252087],1,True,male
4131,Eric Shinseki,[296542],1,True,male
4132,Eric the Red,"[87009, 90727, 139298, 152910, 173818]",5,True,male
4133,Eric the Red Skelton,[99050],1,True,female
4134,Erica Jong,"[286964, 27151, 30990, 52007, 68763, 87906, 134448, 139873, 193846, 221987, 239409]",11,True,female
4135,Erica Kane,"[105482, 138048, 314230]",3,False,female
4136,Erich Maria Remarque,"[78453, 236375, 247162]",3,True,male
4137,Erich von Daniken,[103148],1,True,male
4138,Erich von Stroheim,"[44397, 56286]",2,True,male
4139,Erie,[239991],1,False,
4140,Erie Canal,"[18778, 20390, 33951, 56672, 70471, 86161, 95354, 107439, 136568, 138445, 148302]",11,False,
4141,Erik,"[14711, 139721, 341813, 162781]",4,False,
4142,Erik Estrada,"[79449, 114586, 225490, 284405, 307163]",5,True,male
4143,Erik the Red,"[43839, 146607, 147945, 165241, 168983, 237047, 245355, 263427, 275240, 295602, 302380, 312714, 333598, 348550]",14,True,male
4144,Erika Eleniak,[57417],1,True,female
4145,Erin,[270818],1,False,
4146,Erin Brockovich,"[120798, 125538, 142104, 187450, 210195, 212668, 268654, 290521, 304923, 349363]",10,True,female
4147,Erin Go,[208702],1,False,
4148,Erin Moran,[96885],1,True,female
4149,Eris,[269965],1,False,
4150,Erle Stanley Gardner,"[185909, 10081, 23849, 35811, 37030, 44308, 50584, 61197, 73520, 91653, 117473, 139093, 235494, 268133]",14,True,male
4151,Erma Bombeck,"[496, 34531, 37437, 60969, 110400, 129935, 134044, 166008, 200289]",9,True,female
4152,Ernest Borgnine,"[17819, 140233, 147422, 262998]",4,True,male
4153,Ernest Cline,[339370],1,True,male
4154,Ernest Gallo,[249603],1,True,male
4155,Ernest Hemingway,"[58273, 81661, 157312, 158513, 256589, 1733, 6971, 17123, 18855, 31572, 32088, 33402, 33832, 35301, 41110, 42330, 43557, 47874, 49426, 58784, 62239, 63952, 65248, 66356, 66599, 68409, 69778, 70390, 71214, 71816, 72088, 73577, 74005, 75287, 77910, 78451, 79802, 88331, 91082, 92679, 99044, 100212, 101757, 102007, 103398, 113175, 115724, 119354, 121066, 122853, 123721, 125383, 135440, 142042, 142624, 144331, 147432, 149226, 153134, 154429, 155009, 156223, 159088, 159636, 160987, 164346, 168473, 180194, 181953, 196465, 201290, 206617, 219110, 220643, 221532, 226903, 238893, 247402, 257604, 259448, 285307, 290431, 295295, 318768, 334404, 126206, 187146]",87,True,male
4156,Ernest Hollings,"[187850, 126285]",2,True,male
4157,Ernest J. Gaines,[249011],1,True,male
4158,Ernest Lawrence,"[214532, 87474, 241480, 325560]",4,True,male
4159,Ernest Orlando Lawrence,[195336],1,True,male
4160,Ernest P. Worrell,[103469],1,False,male
4161,Ernest Saves,[141808],1,False,
4162,Ernest Shackleton,"[104494, 149637, 168805, 217872, 232625, 249606, 303022, 304895]",8,True,male
4163,Ernest Tubb,"[2585, 249605]",2,True,male
4164,Ernesto Che Guevara,"[62995, 73876, 84618, 86194, 89717, 106656]",6,True,male
4165,Ernesto Miranda,"[263391, 337081, 94744, 101281, 331521]",5,True,male
4166,Ernesto Zedillo,"[58039, 86670, 133933]",3,True,male
4167,Ernie Davis,[236661],1,True,male
4168,Ernie Els,"[158909, 212156]",2,True,male
4169,Ernie Ford,"[93670, 6905, 8015, 75034, 125929, 253612, 329613]",7,True,male
4170,Ernie Kovacs,"[6601, 74279, 89716]",3,True,male
4171,Ernie Pyle,"[12545, 25104, 87594, 89719, 129801, 133071, 154384, 179819, 195929, 203416]",10,True,male
4172,Ernst Blofeld,[210567],1,False,male
4173,Ernst Mach,"[165038, 187194, 228837, 270393, 81420, 179138]",6,True,male
4174,Ernst Stavro Blofeld,"[9470, 98922, 262850]",3,False,male
4175,Eros Rose,[49289],1,False,male
4176,Err,[96137],1,False,
4177,Errol Flynn,"[179287, 15295, 20014, 22543, 26334, 30381, 47884, 75329, 105387, 129407, 135572, 253732, 262887, 284384, 308549]",15,True,male
4178,Errol Morris,[285984],1,True,male
4179,Erroll Garner,"[28838, 120522]",2,True,male
4180,Erskine Caldwell,"[29712, 39952, 76910, 109971]",4,True,male
4181,Erwin Rommel,"[35519, 222609, 266751, 287288, 290900, 254371, 80423, 93498, 103859, 106902, 119625, 130227, 138905, 300307]",14,True,male
4182,Erwin Schrodinger,"[293741, 211293]",2,True,male
4183,Erykah Badu,[119180],1,True,female
4184,Escape,[287726],1,False,
4185,Eskimo Pie,"[20001, 57016]",2,False,
4186,Eskimos,[260819],1,False,
4187,Espana,"[47658, 146595]",2,False,
4188,España Rhapsody,[5413],1,False,
4189,Estelle Getty,"[13543, 26255, 45552, 77834]",4,True,female
4190,Esther,"[182435, 303740]",2,False,female
4191,Esther Rolle,[96388],1,True,female
4192,Esther Williams,"[5895, 17822, 26466, 47882, 90764, 108885, 109487, 115344, 149223, 155613, 217044, 287385, 304956]",13,True,female
4193,Estée Lauder,"[9272, 51219, 171901, 178048, 237614, 243950, 283822, 344343]",8,False,
4194,Ethan,"[244852, 271086]",2,False,
4195,Ethan Allan,[48621],1,True,male
4196,Ethan Allen,"[16601, 35623, 37189, 43286, 45877, 46561, 55663, 57175, 57694, 60002, 69364, 70340, 117850, 149270, 153711, 162828, 168500, 170210, 185647, 189437, 215431, 237809, 246008, 252456, 273374, 282448, 294101, 303306, 317803, 337635]",30,True,male
4197,Ethan Allen Iverson,[301471],1,False,
4198,Ethan Coen,"[162832, 267460]",2,True,male
4199,Ethan Frome,"[49978, 57994, 151755, 168014, 195498, 293458, 331409]",7,False,
4200,Ethan Hawke,"[90689, 115657, 129785, 150087, 188743, 309531]",6,True,male
4201,Ethel Kennedy,"[21545, 149633]",2,True,female
4202,Ethel Merman,"[8997, 35609, 81986, 147568, 154524, 188487, 265757]",7,True,female
4203,Ethel Mertz,[252066],1,False,female
4204,Ethel Rosenberg,"[26294, 335407, 58013, 203519, 1231, 78332]",6,False,
4205,Ethelbald,[64478],1,True,male
4206,Ethelbert,"[64478, 126349]",2,False,
4207,Eton,"[128296, 181981, 258529, 263638, 272796, 317717]",6,False,
4208,Etta James,"[120241, 173090, 261638, 291269]",4,True,female
4209,Etta Place,[138736],1,True,female
4210,Ettore Boiardi,[108754],1,True,male
4211,Eubie,[138401],1,True,male
4212,Eubie Blake,"[21542, 161297]",2,True,male
4213,Eudora,"[53599, 163605]",2,False,
4214,Eudora Welty,"[276005, 34878, 55416, 60100, 67455, 110015, 131152, 134483, 173228, 179659, 185857, 190954, 204013]",13,True,female
4215,Eugene,"[36914, 68088, 125346, 168079, 196260, 226020, 265295, 291244, 306813, 314169, 330193, 336198, 239052]",13,False,
4216,Eugene Bull Connor,[150151],1,True,male
4217,Eugene Cernan,"[283121, 200661]",2,True,male
4218,Eugene Debs,"[45609, 237338, 26760, 43026, 165885, 167901, 278576, 343086]",8,True,male
4219,Eugene Delacroix,"[12978, 152185]",2,True,male
4220,Eugene Field,[144669],1,True,male
4221,Eugene Fodor,"[262825, 11154, 34706, 297844]",4,False,
4222,Eugene Ionesco,"[59802, 69755, 109806, 181336, 233110]",5,True,male
4223,Eugene Ionescu,[287473],1,True,male
4224,Eugene Keogh,[74974],1,True,male
4225,Eugene McCarthy,"[87978, 97298, 177922, 280062, 310371]",5,True,male
4226,Eugene O' Neill,"[25387, 81430, 83753]",3,True,male
4227,Eugene O'Neill,"[19598, 185688, 240582, 283793, 297045, 316532, 194306, 4482, 13404, 15575, 37210, 40318, 40869, 43036, 47023, 49011, 52071, 53755, 58905, 59803, 61812, 66171, 69756, 72956, 76652, 96041, 104976, 105261, 122203, 125629, 130221, 139699, 140477, 144664, 148702, 154620, 156364, 164554, 171107, 174046, 181334, 183209, 183962, 186810, 191574, 199735, 201460, 202772, 206041, 229722, 234623, 247505, 259255, 268630, 272741, 278488, 280496, 287299, 314259, 322099, 344484, 120961]",62,True,male
4228,Eugene Onegin,"[38924, 142171, 168294, 215128, 220680, 343087]",6,False,
4229,Eugene Ormandy,"[174019, 9303, 29487]",3,True,male
4230,Eugene V. Debs,"[88671, 116248, 147717, 199527]",4,True,male
4231,Eugene Victor Debs,[72427],1,True,male
4232,Eunice Kennedy,"[17666, 21546, 39482, 89384, 230401]",5,True,female
4233,Eunice Shriver,[223948],1,True,female
4234,Eureka,"[23695, 81078, 101054, 176636, 239068, 244213, 265831, 271884, 324305]",9,False,
4235,Eurotrash,[122377],1,False,
4236,Ev'ry Mountain\,"[54733, 323021]",2,False,
4237,Eva Longoria,"[311253, 187424, 252394, 265763, 201087]",5,True,female
4238,Eva Marie Saint,"[27252, 91677, 238492, 317536]",4,True,female
4239,Eva Perón,"[23223, 237114, 271994, 299668, 313255, 319713, 346577]",7,True,female
4240,Evan,[273828],1,False,
4241,Evan Bayh,[143321],1,True,male
4242,Evan Hansen,[339804],1,False,
4243,Evan Hunter,"[120455, 141823]",2,True,male
4244,Evan Lysacek,[282568],1,True,male
4245,Evan Mecham,[39090],1,True,male
4246,Evangeline Booth,"[68092, 147994]",2,True,female
4247,Evel Knievel,"[30028, 42388, 46088, 63401, 80820, 118105, 186317, 243949, 253296, 276923, 279559, 345247]",12,True,male
4248,Evelyn,"[113249, 166112, 231504]",3,False,
4249,Evelyn Champagne,[179240],1,True,female
4250,Evelyn King,[7545],1,True,female
4251,Evelyn Lincoln,[255758],1,True,female
4252,Evelyn Waugh,"[234303, 268809, 24796, 33515, 40518, 40796, 43826, 45694, 48055, 66725, 71633, 110219, 112558, 128566, 147643, 192991, 195981, 244149, 346930]",19,True,male
4253,Evelyn Wood,"[59313, 74081, 126377, 257661]",4,False,
4254,Event Horizon,[83017],1,False,
4255,Everett,[342855],1,False,
4256,Everett Dirksen,"[64261, 344206, 241481]",3,True,male
4257,Evgeni Malkin,[273535],1,True,male
4258,Evil,"[123109, 123759, 126912, 153789, 251660, 292907, 324809, 330035]",8,False,
4259,Evonne Goolagong,[190165],1,True,female
4260,Ex Libris,"[11800, 109794]",2,False,
4261,Ex-Lax,"[73240, 300003]",2,False,
4262,Exorcise,[91364],1,False,
4263,Extras,[206913],1,False,
4264,Eydie Gormé,"[15087, 38303]",2,True,female
4265,Ezio,[52960],1,False,
4266,Ezra,"[128088, 166198, 209276, 230584, 307715]",5,False,male
4267,Ezra Cornell,[190755],1,True,male
4268,Ezra Pound,"[179340, 278198, 312440, 342154, 13443, 32161, 37892, 63194, 86956, 97215, 126288, 137402, 146419, 148774, 314622]",15,True,male
4269,Ezra Pound Cake,[296334],1,False,
4270,Ezra Pound Puppies,[91410],1,True,male
4271,Ezra Taft Benson,[13572],1,True,male
4272,F Fire,[74970],1,False,
4273,F-150,[246595],1,False,
4274,F. Lee Bailey,"[37906, 44119, 46784, 60291, 65127, 95009, 132891, 271806]",8,True,male
4275,F. Murray Abraham,"[5223, 85500, 101578, 198582, 238593, 299678]",6,True,male
4276,F. Murray Abraham Lincoln,"[148913, 174100]",2,False,
4277,F. Roosevelt Truman Taft &,[19693],1,True,male
4278,F. Scott  Fitzgerald,[175911],1,True,male
4279,F. Scott Fitzgerald,"[50406, 51090, 160331, 163507, 196628, 198284, 213382, 223224, 247443, 269570, 302772, 317970, 117415, 202, 8777, 14824, 17672, 21195, 22809, 25004, 34827, 35591, 40793, 47506, 47800, 51827, 55098, 56963, 58233, 59471, 63803, 66785, 68952, 69207, 69478, 75286, 79096, 93332, 99201, 101580, 104777, 107279, 109911, 114563, 116000, 116815, 125583, 129847, 132500, 134099, 140480, 141598, 144332, 149801, 156275, 163952, 174045, 204010, 205448, 206614, 209088, 214257, 226081, 229718, 231015, 243440, 253157, 256586, 259678, 263908, 274762, 296032, 296910, 298306, 312915, 323798, 345946, 348804]",78,True,male
4280,F.D. Roosevelt,"[58107, 63170, 170704]",3,True,male
4281,F.J. Haydn,[124915],1,True,male
4282,F.L. Maytag,[112586],1,True,male
4283,FDR,"[5814, 6742, 17941, 21036, 21203, 22595, 22922, 29520, 30236, 43320, 45919, 54236, 61726, 81607, 83768, 126615, 141418, 156176, 157765, 159169, 161350, 163118, 163318, 172557, 175379, 177577, 178194, 179338, 181630, 181958, 190879, 191222, 192678, 194257, 198125, 204165, 205216, 206231, 207466, 208050, 208326, 210533, 211110, 212920, 214959, 215888, 216403, 219078, 220904, 222960, 225521, 230594, 236751, 244376, 246405, 249234, 250613, 254306, 255937, 264364, 276111, 277849, 291279, 296816, 298678, 316417, 319344, 324831, 326657, 326659, 334205, 340675, 349060, 328872, 271611, 106496, 98915, 206928]",78,True,male
4284,FDR Franklin D. Roosevelt,[104941],1,True,male
4285,FDR Franklin Delano Roosevelt,"[33823, 179824]",2,True,male
4286,FDR Franklin Roosevelt,[303523],1,True,male
4287,Faber,[260152],1,False,
4288,Fabergé,"[36082, 255693]",2,False,
4289,Fabulous,"[113398, 116272, 246119, 270268, 300428, 333914]",6,False,
4290,Faerie,[226581],1,False,
4291,Fairy Godmother,"[8298, 27309]",2,False,
4292,Faisal,"[11227, 154613]",2,True,male
4293,Faith,[243346],1,False,
4294,Faith Hill,"[70611, 100275, 103410, 123314, 136406, 145172, 163797, 174165, 189344, 192189, 208761, 222250, 256975, 263444]",14,True,female
4295,Fala,[106496],1,False,
4296,Faline,[334551],1,False,
4297,Fallopius,[181658],1,True,male
4298,Falsetto,"[32263, 75969]",2,False,
4299,Falun Gong,"[177187, 321705, 331648]",3,False,
4300,Family Feud,"[17525, 69029, 103091, 121168, 128021, 148751, 150863, 169616, 180199, 183434, 185479, 223570, 260038]",13,False,
4301,Family Guy,"[200791, 219945, 232105, 239181, 240449, 246690, 258162, 262616, 269064, 272644, 277721, 279503, 282525, 307870, 315695, 328978, 333913]",17,False,
4302,Family Law,[106158],1,False,
4303,Famous Amos,"[20714, 131195, 240299, 312265, 322542]",5,False,
4304,Fanne Foxe,[220579],1,True,female
4305,Fannie Farmer,"[15605, 68266, 98975, 154077, 208801]",5,True,female
4306,Fannie Hurst,[29827],1,True,female
4307,Fanny Brice,"[17960, 20530, 38561, 47760, 111742, 141888, 145472, 186228, 328363]",9,True,female
4308,Fanny Hill,"[15422, 37140, 164922, 185896]",4,False,
4309,Fantasia,[118658],1,False,
4310,Fantasia Barrino,"[182379, 238985]",2,True,female
4311,Fantasy Violence,[84500],1,False,
4312,Fareed Zakaria,"[284403, 327893, 304322]",3,True,male
4313,Farmer,[49897],1,False,
4314,Farragut,"[241931, 260679]",2,True,male
4315,Farrah Caan,[305494],1,True,female
4316,Farrah Fawcett,"[49330, 60169, 80755, 89236, 105162, 114950, 154614, 174283, 240180, 288087, 305176, 313022, 340667]",13,True,female
4317,Farrah Fawcett-Majors,"[20141, 130842, 133722]",3,True,female
4318,Farsi,[131899],1,False,
4319,Fat Tony,[178271],1,False,male
4320,Fatboy Slim,"[101934, 335317]",2,True,male
4321,Fatima,"[25259, 43336, 67282, 81458, 118808, 133791, 153784, 162715, 182919, 261196, 326846, 174494]",12,True,female
4322,Fatima Portugal,[119732],1,False,
4323,Fats Domino,"[107816, 333943]",2,True,male
4324,Fats Waller,"[133957, 40092, 152264, 167903, 260091, 271467, 300673]",7,True,male
4325,Fatty Arbuckle,"[316616, 10697, 99155, 208940, 256588, 87362, 138507]",7,True,male
4326,Faustus,"[94625, 228191, 267550, 80679, 175572]",5,False,
4327,Fava,[82297],1,False,
4328,Fawn Hall,"[27291, 75444, 90330, 170725, 215194]",5,True,female
4329,Faye Dunaway,"[130000, 172087, 199072, 273133, 311866, 146453]",6,True,female
4330,Faye Kellerman,[193848],1,True,female
4331,Federico Fellini,"[23339, 196384, 270355, 57995, 63780, 82315, 85285, 92854, 94730, 95205, 103095, 120885, 131774, 157784, 230297]",15,True,male
4332,Federico Garcia Lorca,"[40201, 72229, 88502, 140764, 141756]",5,True,male
4333,Federico García Lorca,[4457],1,True,male
4334,Federico Pena,[110520],1,True,male
4335,Federico Peña,"[61318, 251669]",2,True,male
4336,Fedora,[37540],1,False,
4337,Feelgood,[288198],1,False,
4338,Fela,"[250034, 320816]",2,True,male
4339,Felix,[258326],1,False,
4340,Felix Baumgartner,[290491],1,True,male
4341,Felix Christian Klein,[127637],1,True,male
4342,Felix Frankfurter,"[174533, 234578, 249901, 192310, 64741, 85516, 103094, 110611]",8,True,male
4343,Felix Kir,[90005],1,True,male
4344,Felix Leiter,"[231515, 345273]",2,False,male
4345,Felix Mendelssohn,"[10899, 135704, 168074, 234418, 271673, 305299, 18991, 29241, 32458, 49303, 55946, 60621, 67380, 71083, 171680, 175469, 177038, 190249, 247061, 262380, 96760]",21,True,male
4346,Felix Salten,"[172408, 195277]",2,True,male
4347,Felix Trinidad,"[172407, 195298]",2,True,male
4348,Felix Unger,[28752],1,True,male
4349,Felix Wankel,"[65200, 107234, 292639]",3,True,male
4350,Fellini,"[189080, 210116, 219979, 300769, 332242, 344536]",6,True,male
4351,Felony Horizon,[288050],1,False,
4352,Femme,[80683],1,False,
4353,Feng shui,[68394],1,False,
4354,Fer-de-Lance Armstrong,[170516],1,False,
4355,Fer-de-lance,[76182],1,False,
4356,Ferde Grofe,"[71084, 87615, 127793, 155825, 141655]",5,True,male
4357,Ferde Grofé,"[302045, 7076, 43217, 45754, 60679]",5,True,male
4358,Ferdinand Marcos,"[196712, 222505, 250799, 293151, 32635, 66066, 74018, 97962, 108346, 118115, 287342, 180499]",12,True,male
4359,Ferdinand Zeppelin,[263599],1,True,male
4360,Ferdinand von Zeppelin,"[98686, 129741]",2,True,male
4361,Ferengi,[66141],1,False,
4362,Fergie Sarah Ferguson,[13704],1,True,female
4363,Ferguson,"[204920, 268055, 295722, 307349]",4,False,
4364,Ferguson Jenkins,[147845],1,True,male
4365,Fernando Lamas,"[6196, 7873]",2,True,male
4366,Fernando Valenzuela,"[156994, 176018, 257774, 8176, 15802, 58035, 115297, 218689, 347273]",9,True,male
4367,Ferraro,[342458],1,True,female
4368,Ferris,"[83466, 346153, 17908, 21941, 85967, 424, 182091, 255484, 321040, 337321, 17405, 210498, 241478]",13,False,
4369,Ferris Bueller,"[84717, 144182, 221935, 276083, 296503]",5,False,
4370,Ferris Bueller's,"[76106, 96120, 124820, 176078, 196133, 244160, 262403]",7,False,
4371,Ferris Wheel,[122506],1,False,
4372,Ferry,"[79937, 94523]",2,False,
4373,Fess Parker,"[2366, 88888, 97319, 153291, 155166, 212283]",6,True,male
4374,Fetty Wap,"[303454, 349271]",2,True,male
4375,Fiasco,[180216],1,False,
4376,Fibber McGee,"[10289, 342193]",2,False,
4377,Fidel Castro,"[38493, 211347, 214013, 219113, 278395, 291024, 333499, 821, 8829, 11295, 24904, 27525, 31551, 33650, 57815, 58715, 59048, 66369, 67586, 73349, 83063, 87940, 93300, 98380, 103556, 113632, 127408, 138325, 138424, 142536, 149248, 151305, 154111, 155494, 157117, 162177, 172332, 188805, 209738, 221609, 224812, 228537, 229742, 232491, 246262, 251257, 296005, 324859]",48,True,male
